name,prompt,negative_prompt
None,,
straightjacket bob,"( <midjourney-style>:1.1), straightjacket bob <midjourney-style>","lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts,signature, watermark, username, blurry, artist name"
